Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Age Group,Salary Band,Experience Level,Employee Tenure Group,Attrition Percentage,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Employee Risk Category
32,0,-1.0498643788649469,5,2,889,2,-0.8803614815898617,3,2,2,0.0044766505597512276,-0.7620274846872758,1,14,3,4,1,10,3,3,10,8,5,3,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,26-35,Low Salary,Mid Level,Experienced Employee,0.0,Travel Frequently,Sales,Life Sciences,Male,Sales Executive,Married,Low Risk
38,0,-1.0101987431771604,9,3,893,2,1.5799643319787637,2,1,2,-0.765758461973735,-0.31075054062957663,0,19,3,4,1,3,3,3,2,2,1,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,36-45,,Entry Level,New Employee,0.0,Travel Rarely,Sales,Marketing,Male,Sales Representative,Married,Low Risk
42,0,1.1466201973462258,3,3,894,3,1.432344783164646,4,2,4,-0.2702582461315033,1.3228972942276938,2,13,3,2,1,17,1,2,5,3,1,3,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,36-45,,Senior Level,Junior Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Medium Risk
31,0,1.0400188014353,11,4,895,4,-0.8803614815898617,3,1,4,-0.8811343698649579,0.07840730991410726,3,19,3,2,1,8,2,3,6,4,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,26-35,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Medium Risk
29,1,-1.1440702636234394,1,3,896,2,-0.8803614815898617,2,1,3,-0.7867938484953392,1.2942269433750713,6,19,3,3,3,5,3,3,3,2,0,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,26-35,,Entry Level,Junior Employee,0.07,Travel Rarely,Sales,Medical,Female,Sales Representative,Divorced,Medium Risk
53,0,0.1624166118430255,8,3,897,1,0.349801425194451,3,4,4,1.1331632485674419,1.1912104376154034,5,14,3,3,1,28,3,3,2,0,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,46-55,Low Salary,Executive Level,New Employee,0.0,Travel Rarely,Sales,Marketing,Male,Sales Executive,Married,Low Risk
35,0,-0.3234874253323581,25,3,899,4,0.5958340065513135,2,3,2,0.9349206665002026,-0.7285787420258829,3,16,3,1,0,16,2,3,13,10,4,8,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,26-35,Low Salary,Senior Level,Loyal Employee,0.0,Travel Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Married,Low Risk
37,0,1.0623307215096798,21,2,900,3,-0.5851223839616266,3,1,4,-0.7500350417454652,0.9709827916053085,5,15,3,2,1,10,3,3,5,4,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,36-45,,Mid Level,Junior Employee,0.0,Travel Frequently,Sales,Medical,Female,Sales Representative,Married,Low Risk
53,0,-1.736575696709749,23,4,901,4,0.3005949089230785,3,4,4,1.6513986801451448,0.8281932010844046,6,18,3,3,0,33,0,3,12,9,3,8,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,46-55,Low Salary,Executive Level,Loyal Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Research Director,Single,Low Risk
43,0,-0.9432629829540208,1,3,902,4,-1.6184592256604493,3,2,4,-0.199927812407756,1.049685715514468,4,13,3,2,1,12,2,2,5,2,2,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,36-45,,Senior Level,Junior Employee,0.0,Travel Frequently,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Medium Risk
47,0,-1.3721476688282115,2,2,903,3,-1.5200461931177043,3,2,4,-0.41771843043446594,0.48766251424173723,0,22,4,1,1,8,2,3,7,6,7,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,46-55,,Mid Level,Experienced Employee,0.0,Travel Rarely,Sales,Marketing,Female,Sales Executive,Married,Medium Risk
37,0,1.1143918683498995,19,2,904,1,-1.6676657419318217,3,3,2,0.24202778319766505,-1.3350128789330682,1,13,3,4,0,10,2,3,10,0,0,9,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,36-45,Low Salary,Mid Level,Experienced Employee,0.0,Non-Travel,Sales,Medical,Male,Sales Executive,Single,High Risk
50,0,0.19464494083935197,2,4,905,1,1.5799643319787637,3,4,1,2.426733280320232,-1.3729589315321273,1,11,3,4,1,31,3,3,31,6,14,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,46-55,Low Salary,Executive Level,Veteran Employee,0.0,Non-Travel,Research & Development,Life Sciences,Male,Manager,Divorced,Low Risk
39,0,1.4391542605436507,2,3,909,4,-1.1756005792180968,2,2,4,-0.27599516972830446,-0.9167630547301057,8,11,3,3,2,13,2,3,5,4,0,4,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,36-45,,Senior Level,Junior Employee,0.0,Travel Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,Low Risk
33,0,0.6755907735537622,3,2,910,4,-0.4375028351475091,3,1,2,-0.8979201833518946,1.1716752475736656,3,11,3,3,1,7,4,4,4,3,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,26-35,,Mid Level,Junior Employee,0.0,Travel Rarely,Human Resources,Human Resources,Male,Human Resources,Divorced,High Risk
32,1,-1.06225989001738,25,4,911,1,1.038692652993666,3,1,4,-0.787856241754006,0.5204085522253697,1,24,4,3,0,1,2,1,1,0,0,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,26-35,,Entry Level,New Employee,0.07,Travel Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Medium Risk
29,0,0.7028608980891153,7,1,912,1,-0.19147025379064658,2,1,4,-0.8437381271598838,-1.1607421188485005,6,14,3,3,3,8,5,3,4,3,0,3,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,26-35,,Mid Level,Junior Employee,0.0,Travel Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,Low Risk
44,0,-0.35075754986771124,9,2,913,2,-0.2406767700620191,3,1,1,-0.8380012035630827,-0.9563955985557896,1,13,3,4,0,8,0,3,8,7,7,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,36-45,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,High Risk
28,0,0.0458988070101529,5,4,916,1,1.5799643319787637,3,2,4,-0.3388888506413836,1.396821826328083,1,14,3,2,0,4,3,3,4,2,0,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,26-35,,Entry Level,Junior Employee,0.0,Travel Rarely,Sales,Medical,Male,Sales Executive,Single,Low Risk
58,1,-0.05326528220931313,2,1,918,4,-0.4375028351475091,2,1,4,-0.8760348822233569,-0.13057706125182192,9,14,3,4,1,3,3,2,1,0,0,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,55+,,Entry Level,New Employee,0.07,Travel Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Medium Risk
43,0,-1.5506430294232503,8,3,920,1,-0.5359158676902541,3,2,2,-0.3692732978392563,1.335264896556276,4,21,4,3,1,4,2,4,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,36-45,,Entry Level,New Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,Low Risk
20,1,-0.749893008976062,2,3,922,3,-0.8311549653184892,2,1,3,-0.947427709205771,1.0876317681135272,1,13,3,4,0,2,3,2,2,2,0,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,18-25,,Entry Level,New Employee,0.07,Travel Rarely,Sales,Medical,Female,Sales Representative,Single,Medium Risk
21,1,1.5482347586850633,18,1,923,4,-0.043850704976529056,3,1,4,-0.8095290642308104,-0.7649788443338692,1,19,3,1,0,1,3,2,1,0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,18-25,,Entry Level,New Employee,0.07,Travel Rarely,Research & Development,Other,Female,Research Scientist,Single,Medium Risk
36,0,1.54327655422409,14,1,924,3,0.10376884383758846,3,2,4,0.01765032696722051,-1.3340290923842038,0,17,3,1,1,17,2,2,16,8,4,11,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,36-45,Low Salary,Senior Level,Loyal Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Medium Risk
47,0,1.6151705189082028,2,4,925,4,-0.043850704976529056,2,1,4,-0.6818293945390517,-0.1652906723331834,1,18,3,1,0,3,3,2,3,2,1,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,46-55,,Entry Level,Junior Employee,0.0,Travel Rarely,Sales,Life Sciences,Female,Sales Representative,Single,Medium Risk
22,1,-0.45983804800912387,3,1,926,2,-1.5692527093890767,3,2,3,-0.4954856169688813,-0.6030756865778838,0,19,3,1,1,4,3,4,3,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,18-25,,Entry Level,Junior Employee,0.07,Travel Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Medium Risk
41,1,0.7003817958586287,2,4,927,2,-0.4375028351475091,1,1,4,-0.7914683788334734,0.47951113997971717,4,13,3,3,1,10,1,2,7,7,1,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,36-45,,Mid Level,Experienced Employee,0.07,Travel Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,Medium Risk
28,0,0.47726259511483016,9,3,930,3,0.5466274902799411,3,1,3,-0.8766723181785571,-0.6294973824616731,5,18,3,2,1,6,2,3,2,2,2,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,26-35,,Mid Level,New Employee,0.0,Travel Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,Low Risk
39,1,0.7921085783866348,6,3,932,4,0.20218187638033347,3,1,1,-0.8709353945817558,-1.4068292970001763,7,21,4,4,0,8,2,1,2,2,2,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,36-45,,Mid Level,New Employee,0.07,Travel Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,High Risk
27,0,-0.4573589457786372,4,3,933,2,0.4974209740085685,3,1,3,-0.8892085586308262,0.491176037630539,1,19,3,3,0,1,2,3,1,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,26-35,,Entry Level,New Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Low Risk
34,0,-0.6358543063736761,10,3,934,2,0.841866587908176,3,1,2,-0.9550769406681726,-1.042406651113657,1,14,3,2,2,1,3,3,1,0,1,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,26-35,,Entry Level,New Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Low Risk
42,0,-0.8440988937345547,14,2,936,3,0.10376884383758846,2,2,3,-0.055017371925593916,-0.9119846629213353,7,17,3,1,0,10,6,3,5,4,0,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,36-45,,Mid Level,Junior Employee,0.0,Travel Rarely,Sales,Medical,Female,Sales Executive,Single,Low Risk
33,0,0.9805203479036203,1,4,939,3,1.6783773645215088,2,1,1,-0.7870063271470725,-1.5423107588723726,3,11,3,2,0,6,1,3,3,2,0,2,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,26-35,,Mid Level,Junior Employee,0.0,Travel Rarely,Research & Development,Other,Male,Research Scientist,Single,High Risk
58,0,1.1639739129596325,5,3,940,3,-1.4216331605749593,2,3,2,0.8603406597417877,-0.710870584146322,2,13,3,4,1,24,3,3,6,0,0,4,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,55+,Low Salary,Executive Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Divorced,High Risk
31,0,-1.6076623807244432,7,4,941,2,-1.2248070954894692,2,1,3,-0.8868712934617591,-0.3620479821060824,3,15,3,2,0,13,2,4,7,7,5,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,26-35,,Senior Level,Experienced Employee,0.0,Travel Rarely,Sales,Life Sciences,Male,Sales Representative,Married,Low Risk
35,0,0.8292951118439346,21,1,942,4,-0.7327419327757442,3,2,4,-0.5288447652910213,0.6825927918524594,1,25,4,4,1,10,2,1,10,6,0,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,26-35,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Medium Risk
49,0,-0.6829572487529224,8,2,944,1,-0.7327419327757442,3,3,2,0.19124538543338832,1.1473616657231573,4,11,3,3,1,29,3,2,26,9,1,7,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,46-55,Low Salary,Executive Level,Veteran Employee,0.0,Travel Rarely,Research & Development,Other,Female,Laboratory Technician,Married,Medium Risk
48,0,1.6523570523655027,20,4,945,4,-0.7327419327757442,3,1,3,-0.9017447990830953,-1.2325585369156087,4,17,3,1,2,13,2,2,0,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,46-55,,Senior Level,,0.0,Travel Rarely,Research & Development,Medical,Male,Research Scientist,Married,Medium Risk
31,0,0.9557293255987538,20,2,947,4,-1.0279810304039791,3,2,3,0.09116794046696844,1.4184651304031017,1,13,3,4,1,9,2,2,9,8,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,26-35,Low Salary,Mid Level,Experienced Employee,0.0,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,Medium Risk
36,0,-1.523372904887897,7,4,949,2,-0.043850704976529056,3,1,4,-0.38775894054006,1.262043069133647,2,18,3,3,0,8,6,3,6,2,0,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,36-45,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Other,Male,Research Scientist,Single,Low Risk
38,0,1.3151991490193182,1,3,950,4,0.6942470390940585,3,3,1,1.5041509744939157,0.27811597933359977,1,13,3,2,1,15,3,3,15,12,5,11,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,36-45,Low Salary,Senior Level,Loyal Employee,0.0,Travel Rarely,Research & Development,Technical Degree,Female,Research Director,Married,Low Risk
32,0,0.9458129166768071,1,3,951,3,0.20218187638033347,2,1,2,-0.8862338575065589,-1.4530672647968075,6,20,4,3,0,5,3,3,3,0,0,2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,26-35,,Entry Level,Junior Employee,0.0,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Low Risk
25,1,0.15993750961253883,19,2,952,3,-1.4708396768463317,2,1,2,-0.8690230867161555,0.6303115638270891,1,18,3,3,3,1,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,18-25,,Entry Level,New Employee,0.07,Travel Rarely,Sales,Marketing,Male,Sales Representative,Married,High Risk
40,0,-0.3581948565591712,10,4,954,1,0.05456232756621595,2,3,2,0.6803712417236187,0.8908744583406282,2,12,3,2,1,11,2,2,1,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,36-45,Low Salary,Senior Level,New Employee,0.0,Travel Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Medium Risk
26,0,1.1912440374949855,1,3,956,3,-0.6835354165043717,2,2,1,-0.4693507428056762,-0.4448265931462521,1,12,3,2,0,7,2,3,7,7,0,7,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,26-35,,Mid Level,Experienced Employee,0.0,Travel Frequently,Sales,Medical,Male,Sales Executive,Single,Low Risk
41,0,-1.3374402376013983,6,3,957,4,-0.3390898026047641,3,1,1,-0.37862235851552484,-1.573229764693828,2,13,3,3,0,20,3,3,18,13,2,17,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,36-45,,Senior Level,Loyal Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,High Risk
36,0,0.33595376797709103,2,4,958,3,0.645040522822686,3,1,3,-0.8465003496324177,-0.28475046755244354,4,21,4,3,0,16,6,3,11,8,3,9,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,36-45,,Senior Level,Loyal Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Low Risk
19,1,-0.9507002896454807,21,3,959,4,-1.4216331605749593,2,1,2,-0.9310668530223012,-0.6136162567442891,1,13,3,2,0,1,3,4,1,0,0,0,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,18-25,,Entry Level,New Employee,0.07,Travel Rarely,Sales,Other,Male,Sales Representative,Single,High Risk
20,1,-1.6696399364866095,4,3,960,1,0.8910731041795485,3,1,1,-0.7500350417454652,-0.18342045301940052,1,19,3,2,0,1,2,3,1,0,0,0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,18-25,,Entry Level,New Employee,0.07,Travel Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,Low Risk
31,0,-0.4623171502396105,12,3,961,4,-1.2248070954894692,3,2,4,-0.137671567449877,0.42947856692318,0,11,3,3,2,10,2,1,9,7,8,5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,26-35,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,Medium Risk
40,0,1.6523570523655027,9,4,964,4,-1.5200461931177043,3,1,2,-0.6131987900291714,1.5108005250608123,8,14,3,4,1,3,2,3,1,1,0,0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,36-45,,Entry Level,New Employee,0.0,Travel Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,High Risk
32,0,-0.7548512134370353,3,4,966,3,1.333931750621901,3,2,1,0.04718485955815971,-0.10668510220796991,1,12,3,3,1,8,2,4,8,7,6,3,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,26-35,Low Salary,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,Low Risk
36,1,-0.6755199420614625,3,1,967,3,-0.7327419327757442,2,3,4,0.8121080057983115,-1.2360720603044104,1,11,3,1,1,16,6,3,16,7,3,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,36-45,Low Salary,Senior Level,Loyal Employee,0.07,Travel Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Medium Risk
33,0,0.6607161601708423,1,3,969,2,-1.1756005792180968,2,2,4,0.09478007754643582,-0.28418830381023524,0,14,3,1,0,6,3,3,5,0,1,4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,26-35,Low Salary,Mid Level,Junior Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,Low Risk
37,1,-0.4400052301652307,1,4,970,1,-0.9787745141326066,2,3,3,0.8724519428905902,0.08557489762726286,5,11,3,3,0,17,2,1,14,1,11,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,36-45,Low Salary,Senior Level,Loyal Employee,0.07,Travel Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Medium Risk
45,0,0.006233171322366485,4,2,972,3,-0.4375028351475091,3,2,2,-0.4368415090904697,1.2437727475118778,1,12,3,2,0,9,5,2,9,7,0,8,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,36-45,,Mid Level,Experienced Employee,0.0,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Medium Risk
29,0,1.4912154073838704,20,3,974,3,0.8910731041795485,3,1,4,-0.9234176215598996,0.546689707173607,1,15,3,2,1,3,5,3,3,1,0,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,26-35,,Entry Level,Junior Employee,0.0,Travel Frequently,Sales,Technical Degree,Female,Sales Representative,Married,Low Risk
35,0,1.0325814947438399,18,3,975,3,0.9894861367222936,3,2,3,-0.4041197967235299,-1.1431745019044917,1,16,3,2,0,5,3,3,5,2,1,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,26-35,,Entry Level,Junior Employee,0.0,Travel Rarely,Sales,Medical,Female,Sales Executive,Married,Low Risk
52,0,0.6210505244830559,1,2,976,4,0.20218187638033347,3,4,4,2.251438392640197,-0.06803634493115045,2,15,3,2,1,26,2,2,9,8,7,8,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,46-55,Low Salary,Executive Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Manager,Married,Medium Risk
58,1,-1.2729835796087454,2,3,977,4,-0.7327419327757442,3,1,3,-0.8549994957017527,1.6743901740434226,4,24,4,1,0,7,4,3,1,0,0,0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,55+,,Mid Level,New Employee,0.07,Travel Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,Low Risk
53,0,1.4218005449302442,2,2,981,3,-1.0279810304039791,3,4,3,1.7739988621953025,-0.05271738295597474,6,13,3,3,1,22,3,4,17,13,15,2,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,46-55,Low Salary,Executive Level,Loyal Employee,0.0,Travel Rarely,Sales,Medical,Male,Manager,Divorced,Low Risk
30,0,-1.416771508976971,8,2,982,3,-0.19147025379064658,3,3,3,0.1617108528424491,-0.6094000286777269,5,11,3,1,1,10,2,4,8,4,7,7,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,26-35,Low Salary,Mid Level,Experienced Employee,0.0,Travel Rarely,Sales,Other,Male,Sales Executive,Divorced,Low Risk
38,0,-1.6126205851854165,10,3,983,3,0.9402796204509211,3,2,4,-0.17783003262748495,0.785047133869919,1,13,3,2,0,6,1,3,5,3,1,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,36-45,,Mid Level,Junior Employee,0.0,Non-Travel,Sales,Technical Degree,Female,Sales Executive,Single,Medium Risk
35,0,0.1971240430698386,3,4,984,4,1.2847252343505287,3,3,4,0.28048641916140604,-1.0542120897000309,6,13,3,2,1,12,2,3,10,9,0,8,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,26-35,Low Salary,Senior Level,Experienced Employee,0.0,Travel Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,Low Risk
39,0,0.24918518991005828,2,5,985,1,-1.2248070954894692,4,3,3,0.29259770231020843,-1.6517921476674355,0,18,3,4,0,9,3,3,8,7,0,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,36-45,Low Salary,Mid Level,Experienced Employee,0.0,Travel Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Low Risk
40,1,1.677148074670369,24,3,986,2,1.6783773645215088,4,4,2,1.421709257621366,0.3875973681286629,4,16,3,4,0,22,2,2,1,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,36-45,Low Salary,Executive Level,New Employee,0.07,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Single,High Risk
47,0,1.4292378516217041,16,4,987,3,-0.09305722124790157,4,2,3,-0.3051047450157769,-1.0616607592842906,1,19,3,3,0,20,3,4,19,10,2,7,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,46-55,,Senior Level,Loyal Employee,0.0,Travel Frequently,Research & Development,Medical,Male,Manufacturing Director,Divorced,Medium Risk
36,0,1.0573725170487065,8,4,990,1,0.8910731041795485,3,2,4,-0.3025550011949764,1.6357414167666031,4,13,3,4,2,12,3,3,7,7,0,7,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,36-45,,Senior Level,Experienced Employee,0.0,Non-Travel,Sales,Technical Degree,Male,Sales Executive,Divorced,Low Risk
31,1,-1.1589448770063595,9,2,991,3,-0.9787745141326066,2,1,1,-0.8885711226756261,-0.5609134059122626,0,22,4,1,0,4,0,3,3,2,1,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,26-35,,Entry Level,Junior Employee,0.07,Non-Travel,Research & Development,Medical,Male,Research Scientist,Single,High Risk
33,0,-0.19953231380802552,17,3,992,4,-1.3724266443035866,3,4,3,2.324743527488212,0.8679662858456406,1,11,3,4,0,10,2,3,10,8,6,0,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,26-35,Low Salary,Mid Level,Experienced Employee,0.0,Non-Travel,Sales,Life Sciences,Male,Manager,Single,Low Risk
29,1,0.2566224966015182,10,3,994,4,1.2847252343505287,2,1,1,-0.8709353945817558,-0.3983075434785167,6,20,4,3,0,3,5,3,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,26-35,,Entry Level,,0.07,Travel Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,High Risk
33,0,-0.8465779959650415,13,1,995,2,-0.6343289002329991,3,1,4,-0.6482577675651784,0.4114893271725149,3,18,3,1,0,5,4,3,3,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,26-35,,Entry Level,Junior Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Low Risk
45,0,0.4252014482746105,1,4,996,4,1.235518718079156,3,1,4,-0.8994075339140282,-0.46492394693019823,3,14,3,4,2,8,2,3,5,3,0,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,36-45,,Mid Level,Junior Employee,0.0,Travel Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,Low Risk
